name,state,faa
RTI/Data-Com Heliport,LA,5LA5
Texaco Heliport,LA,9LA4
Marine Shale Processors Inc Heliport,LA,LS47
Canyon Creek Heliport,CA,2CL1
Grace Hospital Heliport,NC,92NC
West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,WV,04WV
University Hospital Heliport,WV,WV51
St Anthony's Medical Center Heliport,AR,AR65
Morris Hospital Heliport,IL,LL04
Weichert Headquarters Heliport,NJ,0NJ4
Colgate-Palmolive/Mennen Heliport,NJ,JY13
Mount Morrison Heliport,CO,1CO1
Morrison Community Hospital Heliport,IL,5LL9
Ballymere Heliport,NJ,0NJ2
Morristown Memorial Hospital Heliport,NJ,7NJ5
Lakeway Regional Hospital Heliport,TN,72TN
Morrisville Armory Heliport,VT,VT18
Cow Chip Creek Heliport,OH,OH58
Lindstrom Heliport,IL,IS42
University of Idaho Heliport,ID,ID57
Lazy J Heliport,PA,PN29
Moser Bay Seaplane Base,AK,KMY
Samaritan Hospital Rms Heliport,WA,WA51
Daniel Emergency Response Team Heliport,MS,10MS
Lawrence County Hospital Heliport,AL,AL86
Peil/Juliar Seaplane Base,MN,34MN
The Pass Seaplane Base,MN,MN80
Moundsville Seaplane Base,WV,WV44
Wabash General Hospital Heliport,IL,67IS
Mount Holly Heliport,NJ,0NJ3
Our Lady's Heliport,NJ,22NJ
Blue Jay Heliport,NJ,56NJ
Nj Turnpike Authority Heliport,NJ,NJ97
Rotor Wing Inc Heliport,AL,AL24
Trade Zone Heliport,NJ,JY02
Medical Heliport,IA,2IA3
W.P.H.S. Heliport,PA,P99
Frick Hospital & Community Health Center Heliport,PA,PA29
Titus Regional Medical Center Heliport,TX,2TS1
Pocono Mountain Heliport,PA,6PN4
Mount Princeton Heliport,CO,CD52
Mount Storm Heliport,WV,WV25
Good Samaritan Regional Health Care Center Heliport,IL,6IS4
Crossroads Community Hospital Heliport,IL,75IL
Seven G S Seaplane Base,ME,75B
Mt Vernon Medical Center Heliport,TX,8TE5
Mac Kay Heliport,TX,93TA
Ware Mountain Heliport,WA,0WA5
Johnson Island Seaplane Base,WI,WS82
Baxter County Sheriffs Heliport,AR,42AR
Baxter County Regional Hospital Heliport,AR,5AR9
Elmore Medical Center Heliport,ID,18ID
Stone County Medical Center Heliport,AR,2AR3
Land South Heliport,FL,9FL6
Muncy Valley Hospital Heliport,PA,7PS5
Community Hospital Heliport,IN,IN28
Pike County Hospital Heliport,AR,AR66
Grace Heliport,TN,TN06
Murphy Medical Center Heliport,NC,5NC4
Tusquitee Heliport,NC,NC53
St Joseph Memorial Hospital Heliport,IL,IS38
Hutson Heliport,KY,55KY
Century Equipment Company Heliport,UT,UT60
Kirschstein Heliport,PA,89PA
Unity Healthcare Heliport,IA,8IA0
Humana Hospital Shoals Heliport,AL,AL53
Muskegon General Hospital Heliport,MI,8MI6
Hackley Hospital Emergency Heliport,MI,MI17
B C Cobb Heliport,MI,MI42
Muskogee Regional Medical Center Heliport,OK,94OK
Muskogee Community Hospital Heliport,OK,OK33
P J Valves Heliport,PA,1PS3
Richard L Miller Heliport,PA,3PS3
Myrtle Creek Municipal Heliport,OR,OG62
Outer Banks Heliport,NC,NC88
Mercy Heliport,ID,ID83
Nancy Lake Seaplane Base,AK,78Z
Rondo Heliport,CT,5CT1
Waine Heliport,MA,19MA
Queen of the Valley Hospital Heliport,CA,CN14
Foster Heliport,WA,5WA6
Edward Hospital Heliport,IL,LL11
Naples Community Hospital Heliport,FL,FD97
Mast Cove Seaplane Base,ME,3ME8
Brandy Pond Seaplane Base,ME,5ME
Long Lake Seaplane Base,ME,76B
David Granberry Memorial Hospital Heliport,TX,99TS
Assumption Comunity Hospital Heliport,LA,LS48
Nashua Technology Park Heliport,NH,15NH
C.S.S. Heliport,NH,NH42
Howard Memorial Hospital Heliport,AR,0AR8
Washington County Hospital Heliport,IL,2LL8
Roto-Whirl/Ski World Heliport,IN,32IN
Baptist Hospital Heliport,TN,2TN6
Centennial Medical Center Heliport,TN,7TN2
Summit Medical Center Heliport,TN,9TN0
Tennessee Army & Air National Guard Heliport,TN,TN33
St Thomas Hospital Heliport,TN,TN34
Vanderbilt University Medical Center Heliport,TN,TN35
Ginny 'B' Heliport,TN,TN55
Wsmv-Tv Heliport,TN,TN60
Mc Gavock Heliport,TN,TN84
Metrocenter Heliport,TN,TN92
Tgp-254 Heliport,NY,NK28
Northampton Accomack Memorial Hospital Heliport,VA,6VA7
Natchitoches Parish Hospital Heliport,LA,7LA8
Cochituate Heliport,MA,5MA7
Boston Scientific Natick Heliport,MA,MA56
Us Property & Fiscal Office Heliport,MA,MA57
Natick Army Laboratories Heliport,MA,MA58
Paradise Valley Hospital Heliport,CA,54CA
Allegheny Valley Hospital Heliport,PA,7PS6
Banning Heliport,PA,PS26
Deer Lakes Seaplane Base,PA,PN65
Basin Clinic Heliport,CO,38CO
Pullum Pad Heliport,FL,52FD
Navasota Regional Hospital Heliport,TX,7TA1
St. Luke's/Pennstar Flight Center Heliport,PA,13PS
Pir Heliport,PA,6PS5
Hahn Heliport,PA,PS74
St Marys Hospital Heliport,NE,06NE
Wcvb-Tv Heliport,MA,20MA
Theda Clark Regional Medical Center Heliport,WI,WS35
Eldorado Substation Heliport,NV,NV37
Deer Run Heliport,VA,2VG4
Freeman Neosha Hospital Heliport,MO,10MU
Jersey Shore Medical Center Heliport,NJ,NJ05
Osterman Heliport,NJ,40NJ
Sch Heliport,IA,1IA5
Camp Clark Army Heliport,MO,35MO
Nevada Regional Medical Center Heliport,MO,MO20
Professional Arts Building Heliport,IN,41IN
Tgp Station 851 Heliport,MS,2MS0
Bayview Heliport,MI,61MI
J K L Heliport,MA,4MA4
St. Luke's Heliport,MA,5MA6
Acushnet River Seaplane Base,MA,6MA8
Streets Ferry Heliport,NC,99NC
Canaan Air Base,NC,NC20
Craven Regional Medical Center Heliport,NC,NC57
Lorden Ii Heliport,NH,19NH
A and K Heliport,NH,28NH
Austin's Landing Heliport,NH,NH46
Mc Coy Bldg Sup 16 Heliport,TX,TE35
Mckenna Memorial Hospital Heliport,TX,TE60
Rosacker's Nr 1 Seaplane Base,MN,MY33
N B G H Heliport,CT,0CT3
Plainville Heliport,CT,CT49
Colgate-Piscataway Heliport,NJ,00NJ
Jersey Tpke New Brunswick Helistop,NJ,0NJ9
Jersey Turnpike Heliport,NJ,1NJ0
Rutger's Helistop Sec. A & B Heliport,NJ,1NJ1
New Brunswick Gas Distn Heliport,NJ,1NJ2
Rutgers Helistop Nr 1 Heliport,NJ,1NJ4
Triangle Heliport,NJ,65NJ
Robert Wood Johnson Hospital Heliport,NJ,9NJ4
Metroplex Heliport,MD,1MD6
Henry County Memorial Hospital Heliport,IN,19II
Jameson Memorial Hospital Heliport,PA,3PN4
Decarbo Ambulance Service Heliport,PA,41PN
St Francis Hospital Heliport,PA,PN67
Merrymeeting Lake Seaplane Base,NH,NH68
Yale New Haven Hospital Heliport,CT,1CT2
Philip Sporn Plant Heliport,WV,WV72
Maus Marineland Seaplane Base,NY,NK0
Port of Iberia Heliport,LA,15LS
Igh Heliport,LA,2LA2
Helicopter Management Heliport,LA,31LS
Vortex 2 Heliport,LA,37LS
Air Logistics Heliport,LA,5LA7
Air Logistics 2 Heliport,LA,LA43
Dauterive Hospital Heliport,LA,LA72
Ibm Distribution Center Heliport,PA,72PN
Brown and Lambrecht Heliport,IL,LL12
Lz 1 Nldc Heliport,NJ,NJ62
Global Development Facility Heliport,CT,20CT
Wetzel County Hospital Heliport,WV,WV20
New Martinsville Seaplane Base,WV,WV37
Candlelight Heliport,CT,6Y2
Chevron Place Heliport,LA,48LA
One Shell Square Emergency Heliport,LA,52LA
P.H.I. Heliport,LA,5LA9
Jackson Barracks Heliport,LA,6LA0
Pendleton Memorial Methodist Hospital Heliport,LA,6LA3
Avondale Heliport,LA,7LS6
New Orleans Downtown Heliport,LA,7N0
Popeyes Heliport,LA,LA80
Humana Hospital-New Orleans Heliport,LA,LA84
Southern Baptist Hospital Heliport,LA,LA89
Children's Hospital Heliport,LA,LA93
Troop B Heliport,LA,LS05
Touro Infirmary Heliport,LA,LS24
Sun Drilling Products Heliport,LA,LS33
Moisart Heliport,LA,LS65
King Heliport,FL,87FL
Hca New Port Richey Hospital Heliport,FL,FL30
Rgnl Medical Center Bayonet Point Heliport,FL,FL32
Pasco County Mosquito Heliport,FL,9FL4
Loon Lane Seaplane Base,MN,70MY
Holy Family Hospital Heliport,WI,46WI
Ceder Lake Seaplane Base,WI,WI35
Pointe Coupee General Hospital Heliport,LA,LS06
Sioux Valley Hospital Heliport,MN,MY84
Marble Hill Heliport,IN,5II6
Remlinger Ranch Heliport,NV,3NV3
Evers Seaplane Base,NY,6N6
New York Skyports Inc Seaplane Base,NY,6N7
One Police Plaza Heliport,NY,NK39
NYPD Air Operations (Floyd Bennett Field) Heliport,NY,NY22
Christina Hospital Heliport,DE,DE26
Albert Guido Memorial Heliport,NJ,01NJ
Essex Generating Station Heliport,NJ,0NJ7
Port Newark Helistop,NJ,0NJ8
Newark/Jersey Street Heliport,NJ,1JY1
Mbna Heliport,NJ,1JY3
Chem-Fleur Helistop,NJ,NJ35
University Hospital Rooftop Heliport,NJ,NJ87
St Benedict's Heliport,NJ,NJ92
Stoney Creek Farm Heliport,OH,42OI
Licking Memorial Hospital Heliport,OH,74OI
Chehalem Mountain Heliport,OR,1OR1
Providence Newberg Medical Center Heliport,OR,OG55
Newberg Community Hospital Heliport,OR,
Rmz Heliport,OH,6OH8
Newberry County Memorial Hospital Heliport,SC,SC73
Jerry W. Humphrey Seaplane Base,IN,IN59
Twi Ii Heliport,CA,96CL
Anna Jaques Hospital Heliport,MA,MA98
Idylease Helistop,NJ,1NJ6
Newhalem Office Heliport,WA,WA34
Sce Pardee Substation Helistop,CA,27CN
Los Angeles County Fire Station Nr 123 Heliport,CA,80L
H O Penn-1 Heliport,CT,CT22
Shamrock Port Heliport,WA,0WA7
Piedmont Hospital-Newnan Heliport,GA,21GA
Newnan Hospital Heliport,GA,GA46
Newport Hospital & Clinic Heliport,AR,
Unity Health Harris Medical Center Heliport,AR,AR92
Time Flies Private Heliport,OR,27OR
Samaritan Pacific Communities Hospital Heliport,OR,8OR9
Malbone Estate Heliport,RI,2RI7
Hopedene Heliport,RI,75RI
Goat Island Heliport,RI,RI21
Duke Heliport,RI,RI24
Van Stratum Heliport,TN,7TN8
Jacques Heliport,TN,7TN9
Newport Armory Heliport,VT,VT19
North Country Hospital Heliport,VT,VT70
Newport Community Hospital Heliport,WA,WN32
Hoag Memorial Hospital Heliport,CA,14CA
Newport Beach Police Heliport,CA,3CA1
Riverside Hospital Heliport,VA,54VA
Newport News General Hospital Heliport,VA,86VA
Mary Immaculate Hospital Heliport,VA,8VA8
Yorktown Power Station Heliport,VA,VG04
Newtok Seaplane Base,AK,WWT
Skiff Medical Center Heliport,IA,5IA0
Jasper County Safety Council Heliport,IL,6LL7
Newton Memorial Hospital Heliport,NJ,7NJ3
Mianecki Heliport,NJ,JY36
Foxcatcher Farm Heliport,PA,31PA
Arco Newtown Heliport,PA,PS19
St Marys Heliport,NY,72NY
Ross Heliport,NY,NK57
Niagara Falls Memorial Parking Ramp Heliport,NY,NK77
Rainbow Air Heliport,NY,NK80
Best Western Red Jacket Inn Heliport,NY,NY41
Twin Cities Hospital Heliport,FL,6FL5
Fort Lee Heliport,PA,27PA
Offshore Systems-Kenai Heliport,AK,1AK5
Paul's Seaplane Base,MN,0MN4
Anderson Heliport,CO,85CO
Nocona General Hospital Heliport,TX,35XS
Nokomis Community Memorial Park Heliport,IL,IS27
Double E Heliport,MO,5MO8
Jimmy Carter Blvd Precinct Heliport,GA,5GA8
Buckhorn Camps Seaplane Base,ME,78B
Faith Regional Health Services West Campus Heliport,NE,NE68
Comlantflt Heliport,VA,NCL
Bromenn Hospital Heliport,IL,IL25
Norman Regional Hospital Heliport,OK,7OK6
Valley Forge Bicentennial Heliport,PA,0P0
Phoenix Technologies Heliport,PA,0PA1
One Montgomery Plaza Heliport,PA,
Suburban General Hospital Heliport,PA,7PN3
North Adams Regional Hospital Heliport,MA,32MA
Falls Pond Seaplane Base,MA,2MA7
Menasha Pad Heliport,OR,1OR2
Hackensack UMC Palisades Heliport,NJ,07NJ
Bauneg Beg Seaplane Base,ME,ME57
North Branford Heliport,CT,CT54
Society Hill At North Brunswick Heliport,NJ,7NJ4
Webcraft Heliport,NJ,85NJ
Memorial Hospital Heliport,NH,08NH
Forbes Heliport,NH,NH70
Sutton Heliport,NH,NH85
Richie's Heliport,MA,MA51
Ussc/North Haven Heliport,CT,CT34
North Haven Heliport,CT,CT55
North Kansas City Hospital Heliport,MO,83MO
Quonset State Air Reserve National Guard Helipad,RI,RI12
Api Heliport,OH,3OH2
Bieber's Seaplane Base,OH,OI76
Long Pond Seaplane Base,ME,77ME
Aventura Heliport,FL,05FD
Intra Coastal Police Sub-Station Heliport,FL,FL87
Back Achers Heliport,OH,OI43
Simon Heliport,NE,4NE3
North Port Ems Heliport,FL,84FD
Medical Center North Hills Heliport,TX,24TS
Nrh Fire Department Heliport,TX,TE65
A A Helicopters Inc Heliport,UT,UT39
Ibm Mount Pleasant Heliport,NY,NK40
St Vincent Jennings Hospital Heliport,IN,07II
Leeds & Northrup Co. Heliport,PA,26PN
Merck/Upper Gwynedd Heliport,PA,PN44
North Whale Seaplane Base,AK,96Z
Maine Helicopters Heliport,ME,ME59
Sportland Pier Heliport,NJ,2NJ2
Wilkes Regional Medical Center Heliport,NC,49NC
Atlantic County Helistop,NJ,99NJ
Brentwood Ambulatory Care Center Heliport,OH,80OI
Lake Tuscaloosa Seaplane Base,AL,
Vamc Heliport,NY,26NY
Skybast Heliport,NH,98NH
Humphrey's Heliport,VA,59VA
Norton Community Hospital Heliport,VA,75VA
St Mary's Hospital Heliport,VA,8VA9
Southeast Superior Court Heliport,CA,83L
Norwalk Sheriff Station Heliport,CA,84L
Norden Systems Heliport,CT,1CT0
Norwalk Hospital Heliport,CT,5CT4
50 Washington Street Heliport,CT,CT56
Merritt 7 Helistop,CT,CT79
Ussc Heliport,CT,CT91
Valley View Heliport,OH,3OI4
Backus Hospital Heliport,CT,CT93
Raspberry Heliport,CO,CD54
Norwood Junction Heliport,CO,CD55
Craighead Heliport,OH,6OH2
Guardian Industries Heliport,MI,6MI4
Kamikaze Run Heliport,MI,7MI0
Glen Oaks Heliport,MI,9MI7
Malheur Memorial Hospital Heliport,OR,75OR
Waste Management Inc Heliport,IL,70IS
Mc Donald's Plaza Heliport,IL,77IS
Center Point Heliport,IL,IL17
Phippsburg Heliport,CO,CD80
Creole Heliport,LA,
Barnes Lonesome Polecat Ranch Heliport,WA,3WA5
Oak Hill Hospital Heliport,OH,OH72
Johnny Voudouris Heliport,TX,6TS7
Oak Ridge Heliport,TN,2TN3
Oakdale Army Heliport,PA,16PN
Alameda County Parking Garage Heliport,CA,1CL3
Naval Hospital Heliport,CA,55CA
Children's Hospital Oakland Heliport,CA,7CL1
Oakland Convention Center Heliport,CA,CL41
Garrett County Memorial Hospital Heliport,MD,3MD2
Scardo's Heliport,NJ,1NJ8
Sheriff's North Multi District Office Heliport,FL,1FL6
Sheriff's Operation Center Heliport,FL,3FL3
Bernie Little Heliport,FL,FL49
Sheriff's South Multi District Office Heliport,FL,FL68
Hoopers Heliport,MD,3MD3
65th Street Heliport,MD,7MD6
Tri-City Hospital Heliport,CA,36CL
Berlin Heliport,FL,FL21
Health Central Heliport,FL,76FL
Sweetwater Bay Seaplane Base,WI,30W
Community Memorial Hospital Heliport,WI,22WI
Bayflite One Satellite Base Heliport,FL,54FD
Bayflite One Heliport,FL,8FD8
Odessa Memorial Hospital Ems Heliport,WA,9WA2
Mercy Hospital Heliport,IA,IA57
Ogallala Community Hospital Heliport,NE,NE14
Mc Kay-Dee Hospital Center Heliport,UT,UT16
Ohioport Heliport,PA,PS10
Northwest Medical Center Oil City Campus Heliport,PA,PS42
Majlar Heliport,CA,6CL5
Hca Raulerson Hospital Heliport,FL,26FL
Canon Heliport,OK,02OK
St Anthony Heliport,OK,3OK4
5 Alive Heliport,OK,41OK
Kwtv Heliport,OK,42OK
Southwest Medical Center of Oklahoma Heliport,OK,50OK
Jernigan Drilling Heliport,OK,5OK7
Oklahoma National Guard Heliport,OK,77OK
Atrium Heliport,OK,7OK5
Nu-Tech Energy County Heliport,OK,8OK9
Presbyterian Hospital Heliport,OK,97OK
Warren Cat Heliport,OK,99OK
Governor's Mansion Heliport,OK,9OK0
Omh Heliport,OK,9OK1
Central Park Helistop,OK,9OK8
Integris Baptist Medical Center Heliport,OK,OK19
Mercy Health Center Heliport,OK,OL16
Lake Weir Seaplane Base,FL,24FA
Ash Mesa Heliport,CO,37CO
Old Saybrook Heliport,CT,CT57
Old Saybrook Police Heliport,CT,CT99
Old Town Ems Heliport,FL,0FL3
Manatee Seaplane Base,FL,FD80
Gulf Aerospace Heliport,FL,
Olean General Heliport,NY,5NK4
Olga Bay Seaplane Base,AK,KOY
Wolf Point Heliport,TX,TE61
Richland Memorial Hospital Heliport,IL,8LL4
Montgomery County Police Norwood Heliport,MD,MD58
Olympia Heliport,WA,0WN4
Stonehedge Heliport,WA,WA32
Fishtrap Heliport,WA,WN12
Capitol Medical Center Heliport,WA,WN58
St James Hospital and Health Center Heliport,IL,IS30
Specialty Records Heliport,PA,40PA
St Joseph Hospital Heliport,NE,10NE
Bergan Mercy Hospital Heliport,NE,55NE
Nebraska Methodist Hospital Heliport,NE,58NE
Univ. of Ne Medical Center Heliport,NE,61NE
Jubilee Heliport,NE,NE28
Gemini Heliport,NE,NE46
Immanuel Medical Center Heliport,NE,NE71
Mid-Valley Hospital Ems Heliport,WA,9WA5
Mille Lacs Heliport,MN,MN94
Burgess Health Center Heliport,IA,2IA8
State Police Troop D Heliport,NY,0NY5
Oneida City Hospital Heliport,NY,1NK2
Holy Rosary Medical Center Heliport,OR,5OR6
East Alabama Medical Center Heliport,AL,3AL2
Med-South Heliport,LA,64LA
Mizell Memorial Hospital Heliport,AL,
Uci Medical Center Heliport,CA,1CL4
Choc Heliport,CA,4CA5
Sce Serrano Substation Heliport,CA,CL55
Hsi Heliport,CT,5CT2
Atlantic Research Corp Heliport,VA,6VA1
Florida Hospital-Fish Memorial Heliport,FL,3FL2
Orange City Hospital Heliport,IA,33IA
Doctors Lake Seaplane Base,FL,62FD
The Reg Med Center of Orbg & Calhoun Co Heliport,SC,SC64
Ibm Customer Executive Education Center Heliport,NY,7NY7
Adams Heliport,MI,21MI
Mc Phail Heliport,MI,7MI1
St Charles Hospital Heliport,OH,OI44
Clackamas County Redsoils Heliport,OR,1OR8
Willamette Falls Community Hospital Heliport,OR,1OR9
Timpanogos Regional Hospital Heliport,UT,UT78
Sandhill Heliport,CA,81CL
Wcpx Tv-6 Heliport,FL,0FL7
Timberlachen Seaplane Base,FL,12FL
Yelvington Heliport,FL,13FD
Princeton Hospital Heliport,FL,26FA
Orange County Sheriff's Office Heliport,FL,27FA
Air Orlando Heliport,FL,2FD7
"Brooksville International Airways, Inc. Heliport",FL,2FL5
Meyer Heliport,FL,32FL
Florida Hospital Heliport,FL,37FA
Arnold Palmer Hospital Heliport,FL,3FD5
Sequiam Heliport,FL,40FA
Lake Hiawassee Seaplane Base,FL,89FL
Lucerne Medical Center Heliport,FL,8FD7
Lake Conway North Seaplane Base,FL,91FL
Helicopters International Heliport,FL,97FD
Orlando Regional Medical Center Heliport,FL,FD28
Florida Hospital East Orlando Heliport,FL,FD36
Dr. P. Phillips Hospital Heliport,FL,FD99
Sand Lake Seaplane Base,FL,98FL
Horizon Heliport,AZ,2AZ6
Clearwater Valley Hospital Heliport,ID,ID66
Amundson Seaplane Base,MN,21MN
Lake Zumbro Seaplane Base,MN,8MN0
Lake Oroville Landing Area Seaplane Base,CA,O06
Pelican Lake Seaplane Base,MN,
Dunlap Memorial Hospital Heliport,OH,8OH1
Tan Tar A Resort Seaplane Base,MO,19T
Lake Regional Health System Heliport,MO,MU91
SMC Regional Medical Center Heliport,AR,AR67
Clarke County Hospital Heliport,IA,6IA9
Kroy-Osceola Heliport,WI,69WI
Vette/Blust Seaplane Base,WI,96WI
Mercy Medical Center Heliport,WI,WS50
Mahaska County Hospital Heliport,IA,IA34
K-9 Korner Heliport,IN,2II7
Ge Management Development Institute Heliport,NY,NK78
Tli Heliport,NY,NK90
North Bay Heliport,MA,MA23
Othello Community Hospital Heliport,WA,24WA
Community Hospital of Ottawa Heliport,IL,LL25
Ottumwa Hospital Heliport,IA,3IA6
Russell Lands Heliport,AL,
Ponderosa Heliport,CO,94CO
Ponderosa Seaplane Base,MN,83MN
Menorah Medical Park Heliport,KS,SN35
Overland Park Regional Medical Center Heliport,KS,SN54
Lake Jessup Seaplane Base,FL,98FD
Agri Helicopter Inc. Heliport,MN,3MN4
Susquehanna Heliport,NY,9NY3
Ibm Owego Heliport,NY,NK49
Owensville Ambulance District Heliport,MO,9MO8
Owen County Memorial Hospital Heliport,KY,78KY
Oxbow Heliport,OR,OR83
Baptist Memorial Hospital-North Ms Heliport,MS,0MS3
Oti Heliport,NJ,5NJ1
Mc Cullough Hyde Hospital Heliport,OH,61OI
Hueston Woods Lodge Heliport,OH,9OA2
St John's Regional Medical Center Heliport,CA,2CL6
Rotor-Aids Maintenance Hangar Heliport,CA,CL73
Dale Medical Center Heliport,AL,AL87
Barton Heliport,CA,PAI
Lourdes Hospital Heliport,KY,01KY
Western Baptist Hospital Heliport,KY,25KY
Emergency Medical Heliport,AZ,3AZ3
Mercy Air-Pahrump Heliport,NV,2NV8
Precious Materials Heliport,NV,NV73
Associated Enterprises Heliport,OH,23OI
Perry Nuclear Power Plant Heliport,OH,44OI
Erwin Heliport,NY,5NK6
South Texas Project Heliport,TX,0XS3
Wagner Heliport,TX,TS43
Rotor Swing Heliport,IL,23LL
Columbia Putnam Community Hospital Heliport,FL,30FL
Lands End Microwave Heliport,CO,1CO6
Porta Target Heliport,FL,2FL7
Ringhaver Heliport,FL,37FD
Pga National Heliport,FL,1FD7
Palm Beach Gardens Medical Center Heliport,FL,87FD
Florida Hospital-Flagler Heliport,FL,61FD
Gooding Lake Seaplane Base,AK,2D3
Eagles Nest Heliport,AK,
Mat-Su Regional Medical Center Heliport,AK,92AK
Finger Lake Seaplane Base,AK,99Z
Stormy Hill Seaplane Base,AK,9AK1
Valley Hospital - Palmer Heliport,AK,
Rusby Field,IN,33IN
Daec Heliport,IA,3IA7
Stanford University Hospital Center Heliport,CA,15CA
Palos Community Hospital Heliport,IL,20IL
Northrop Palos Verdes Heliport,CA,66CN
Pana Community Hospital Heliport,IL,LL29
Coastal Helicopters Inc Heliport,FL,27FD
Bay Helicopters Heliport,FL,36FD
Bay Seaplanes Seaplane Base,FL,4FD4
Grand Lagoon Seaplane Base,FL,4FD5
Gulf Coast Helicopters Heliport,FL,70FD
Bay Medical Center Heliport,FL,8FL4
Heli-Tech Inc Heliport,FL,99FD
Post Electric Inc Heliport,FL,FA20
