,title,release,distributor,director,rate,directorEff,actorEff,distributorEff,season,release.1,productContinent,showtime,trailershow,genre액션,genre범죄,genre드라마,genre코미디,genre어드벤처,genre멜로.로맨스,genreSF,genre다큐멘터리,genre공연,genre판타지,genre애니메이션,genre공포.호러.,genre성인물.에로.,genre사극,genre미스터리,star.1,firstppl,allpeople
669,미친 줄리아,2015-10-12,(주)투윈글로벌,매튜 A. 브라운,청소년관람불가,130,86.66666667,1242.88,0,월요일,북아메리카,95,130,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,28,130
670,어론 인 더 다크2 : 마녀사냥꾼,2015-10-14,(주)소나무픽쳐스,마이클 로쉬,15세이상관람가,701139.5056,5,1360.110169,0,수요일,유럽,88,10,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,D,10,10
671,이메지네룸,2015-10-08,(주)이놀미디어,스토브 하르유,15세이상관람가,2,431,1.733333333,1,목요일,유럽,86,9223,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,B,2,2
672,고스트보트,2015-10-08,주식회사 루믹스미디어,맷 로프그렌,청소년관람불가,1,1,41.125,1,목요일,북아메리카,90,935,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,1,1
673,호프 로스트,2015-10-08,(주)무브먼트 픽쳐스,데이빗 페트루치,청소년관람불가,305640.0234,0.666666667,10.5,1,목요일,유럽,94,3493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,1,1
674,히 후 데어,2015-10-12,(주)박수엔터테인먼트,폴 탠터,청소년관람불가,0.666666667,1,50816,0,월요일,유럽,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,1,1
675,미안해 사랑해 고마워,2015-10-28,(주)쇼박스,전윤수,15세이상관람가,387409,681621.3333,2679115.4,1,수요일,아시아,115,379935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,2745,51207
676,그놈이다,2015-10-28,CGV아트하우스,윤준형,15세이상관람가,305640.0234,4410855.667,345363.1111,1,수요일,아시아,109,506766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1433,1046313
677,이스케이프,2015-11-05,(주)넥스트엔터테인먼트월드(NEW),존 에릭 도들,15세이상관람가,0,141781.9333,1730768.045,0,목요일,북아메리카,103,736894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,761,47760
678,필름시대사랑,2015-10-22,(주)스마일이엔티,장률,15세이상관람가,16395.25,2365378.458,38999.66667,0,목요일,아시아,70,19449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,549,1611
679,나쁜 나라,2015-12-03,"배급위원회,(주)시네마달",김진열,12세이상관람가,134026.6175,0,5958.633335,0,목요일,아시아,120,92069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,346,21576
680,스파이 브릿지,2015-11-05,이십세기폭스코리아(주),스티븐 스필버그,12세이상관람가,137505,229690.3333,1210796.833,0,목요일,북아메리카,141,701143,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,326,266493
681,더 랍스터,2015-10-29,"(주)영화사오원,(주)브리즈픽처스",요르고스 란티모스,청소년관람불가,422284.629,714913.7333,21063.98413,0,목요일,유럽,118,121608,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,B,318,57854
682,라이엇 클럽,2015-10-22,(주)영화사 진진,론 쉐르픽,청소년관람불가,4662,318101.6667,26747.775,0,목요일,유럽,107,67725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,313,4662
683,울보 권투부,2015-10-29,㈜인디스토리,이일하,12세이상관람가,1790,NA,5107.791667,0,목요일,아시아,86,34817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,310,1978
684,더 기프트,2015-11-05,메가박스(주)플러스엠,조엘 에저튼,15세이상관람가,540345.3333,1574332.333,300007.5714,0,목요일,오세아니아,108,689810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,255,8864
685,아마데우스 감독판,2015-10-29,시네마 뉴원,밀로스 포만,12세이상관람가,250552.9895,248,15493,0,목요일,북아메리카,180,39966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,188,14783
686,노크 노크,2015-10-22,(주)팝엔터테인먼트,일라이 로스,청소년관람불가,1.00E+05,15431.125,15471.31818,0,목요일,북아메리카,99,114902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,151,4024
687,에이미,2015-11-05,주식회사 더쿱,아시프 카파디아,청소년관람불가,2123,0,NA,0,목요일,유럽,127,94850,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,118,11577
688,마농,2015-10-21,에스디시코리아 주식회사,케네스 맥밀란,전체관람가,488,0,1673.75,0,수요일,유럽,150,4253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C,50,2841
689,시카리오: 암살자의 도시,2015-12-03,롯데쇼핑㈜롯데엔터테인먼트,드니 빌뇌브,청소년관람불가,98025.5,163150,939394.8315,0,목요일,북아메리카,121,471976,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,B,43,153225
690,저주받은 집,2015-10-19,(주)투윈글로벌,닐스 팀,15세이상관람가,130,90,1242.88,0,월요일,북아메리카,88,130,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,38,130
691,데스가즘,2015-10-15,오퍼스픽쳐스,제이슨 레이 하우덴,청소년관람불가,336885.5564,0,8734.75,0,목요일,오세아니아,86,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,1,1
692,맛있는 비행,2015-10-22,노바엔터테인먼트,최상훈,청소년관람불가,2705,1009.166667,1554,0,목요일,아시아,97,10489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,1,3141
693,수호지-무림호걸 이운,2015-10-15,주식회사 루믹스미디어,류신의,15세이상관람가,151.3333333,1,41.125,0,목요일,아시아,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,1,1
694,시럽,2015-10-15,(주)티에스앤컴퍼니,아람 라파포트,15세이상관람가,1,7496,1,0,목요일,북아메리카,90,9907,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,C,1,1
695,정사2015,2015-10-21,(주)소나무픽쳐스,클레넷 버디-로즈,청소년관람불가,1,1,1360.110169,0,수요일,북아메리카,90,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
696,힙스터: 안개의 덫,2015-10-21,고구마콘텐츠허브(주),강명진,청소년관람불가,1,260021,523,0,수요일,아시아,84,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
697,더 셰프,2015-11-05,(주)이수C&E,존 웰스,15세이상관람가,71747,340042.7222,114270,0,목요일,북아메리카,101,422337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,1832,187152
698,애니를 위하여,2015-10-22,㈜영화사 백두대간,스티븐 번스타인,청소년관람불가,161,760.6666667,5146.285714,0,목요일,북아메리카,100,15066,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,110,161
699,맨 프롬 UNCLE,2015-10-28,워너브러더스 코리아(주),가이 리치,12세이상관람가,2239156,945464,1924465,1,수요일,북아메리카,116,437652,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,B,14175,108551
700,검은 사제들,2015-11-05,씨제이이앤엠(주),장재현,15세이상관람가,12319542,2229879.667,1776720.043,0,목요일,아시아,108,1722323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,A,1608,5442915
701,더 원 아이 러브,2015-11-05,(주)팝엔터테인먼트,찰리 맥도웰,15세이상관람가,4033,4033,15471.31818,0,목요일,북아메리카,91,27119,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,B,1123,4033
702,새폴더2,2015-10-23,더사람픽쳐스,황상원,청소년관람불가,0,110.3333333,NA,0,금요일,아시아,88,13038,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,428,518
703,오디세오,2015-10-22,(주)패뷸러스,정성복,전체관람가,1483.333333,NA,372,0,목요일,아시아,80,862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,374,862
704,조선안방 스캔들-칠거지악2,2015-10-22,(주)케이알씨지,이숭환,청소년관람불가,326712.2252,122.6666667,489.7926829,0,목요일,아시아,76,368,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,D,364,368
705,수상한 미용실,2015-10-28,주식회사 비엠미디어,한동호,청소년관람불가,1204,0,NA,1,수요일,아시아,84,17142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,274,474
706,"나의 아들, 나의 어머니",2015-12-17,(주)인디플러그,안재민,전체관람가,134026.6175,NA,6808.363636,0,목요일,아시아,70,19174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,182,4218
707,거짓말,2015-10-29,"(주)대명문화공장,(주)리틀빅픽쳐스",김동명,청소년관람불가,5043,3362,985893.5335,0,목요일,아시아,98,34917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,180,5212
708,재키 앤 라이언,2015-11-19,(주)팝엔터테인먼트,아미 카난 만,12세이상관람가,250552.9895,1515.5,15471.31818,0,목요일,북아메리카,90,21052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,151,3011
709,운명의 힘,2015-10-24,(주)케빈앤컴퍼니,애셔 피쉬,12세이상관람가,784,NA,825.1818182,0,토요일,유럽,179,5797,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,D,133,784
710,택시,2015-11-05,주식회사 씨네룩스,자파르 파나히,전체관람가,250552.9895,0,6182.833333,0,목요일,중동,92,18351,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,116,2658
711,호수의 여인,2015-10-24,(주)인스터피씨엠,미켈레 마리오티,전체관람가,50853.93333,NA,774.59375,0,토요일,북아메리카,208,504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,115,504
712,스카이아크: 지구 최후의 날,2015-10-28,(주)소나무픽쳐스,사이먼 홍,12세이상관람가,1221248.586,0,1360.110169,1,수요일,북아메리카,88,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,D,10,10
713,1941: 세바스토폴 상륙작전,2015-10-22,(주)소나무픽쳐스,세르게이 모크리츠키,15세이상관람가,305640.0234,0,1360.110169,0,목요일,유럽,123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
714,헤이라이드: 죽음의 마을,2015-10-22,주식회사 루믹스미디어,테론 R. 팔슨즈,청소년관람불가,355014.1123,0,41.125,0,목요일,북아메리카,92,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,1,1
715,내부자들,2015-11-19,(주)쇼박스,우민호,청소년관람불가,1310895,2895063.533,2679115.4,0,목요일,아시아,130,1006306,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,3537,7072507
716,강아지 삼총사,2015-12-18,썬택엔터테인먼트 주식회사,제시 바겟,전체관람가,527,527,527,0,금요일,북아메리카,88,3758,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,NA,526,527
717,아더와 미니모이 3: 두 세계의 전쟁,2015-11-05,(주)라이크 콘텐츠,뤽 베송,전체관람가,996216,61550,10,0,목요일,유럽,101,28664,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,504,61550
718,들꽃,2015-11-05,(주)인디플러그,박석영,청소년관람불가,338.6666667,2212.333333,6808.363636,0,목요일,아시아,114,16616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,501,1064
719,고시원,2015-10-30,(주)로이테미디어,이영민,청소년관람불가,326712.2252,0,NA,0,금요일,아시아,97,524,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,493,524
720,핫섹토크,2015-11-03,(유)조이앤컨텐츠그룹,이전,청소년관람불가,394,0,975.0625,0,화요일,아시아,75,411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,361,411
721,세상끝의 사랑,2015-11-12,(주)스톰픽쳐스코리아,김인식,청소년관람불가,76159.23577,1506,33707,0,목요일,아시아,100,47862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,274,4746
722,열정같은소리하고있네,2015-11-25,(주)넥스트엔터테인먼트월드(NEW),정기훈,15세이상관람가,2475797,1996710.644,1730768.045,1,수요일,아시아,106,927517,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,274,654407
723,프리덤,2015-11-19,(주)씨타마운틴픽쳐스,피터 쿠센스,12세이상관람가,106241,70894,13116.08621,0,목요일,북아메리카,95,33334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,261,106460
724,늙은 자전거,2015-11-12,(주)씨타마운틴픽쳐스,문희융,전체관람가,250552.9895,0,13116.08621,0,목요일,아시아,106,29726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,202,4705
725,007 스펙터,2015-11-11,유니버설픽쳐스인터내셔널 코리아(유),샘 멘데스,15세이상관람가,2376145,946107.6,615517.7419,0,수요일,유럽,148,985795,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,C,154,1820842
726,나도 때론 포르노그라피의 주인공이고 싶다,2015-11-12,(주)피터팬픽쳐스,장성수,청소년관람불가,76159.23577,0,124.5,0,목요일,아시아,82,21943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,147,961
727,몬스터 헌트,2015-11-12,(주)와우픽쳐스,라맨 허,12세이상관람가,1204739.318,9959.333333,218373.6,0,목요일,아시아,117,235706,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,C,133,27382
728,악령의 땅,2015-10-29,(주)투윈글로벌,안소니 J. 리케르트-엡스타인,청소년관람불가,83,55.66666667,1242.88,0,목요일,북아메리카,90,130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,130,130
729,꺼져버려 종양군,2016-05-12,(주)영화사 빅,한연,12세이상관람가,614223.6927,4683.875,44507.36111,1,목요일,아시아,124,29054,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,C,51,2570
730,특수부대: 정글의 전쟁,2015-11-03,(주)소나무픽쳐스,우베 볼,청소년관람불가,31.33333333,500,1360.110169,0,화요일,북아메리카,96,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,10,10
731,언내추럴,2015-11-04,(주)이놀미디어,행크 브랙스톤,청소년관람불가,355014.1123,0,1.733333333,0,수요일,북아메리카,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,2,2
732,안드로이드 캅,2015-10-29,(주)케이알씨지,마크 앳킨스,12세이상관람가,1061.2,4580,489.7926829,0,목요일,북아메리카,89,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,D,1,1
733,파라노말 인시던트,2015-10-29,주식회사 루믹스미디어,듀크 히치콕,청소년관람불가,1,1,41.125,0,목요일,북아메리카,84,2328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,1,1
734,사우스포,2015-12-03,씨네그루(주)다우기술,안톤 후쿠아,15세이상관람가,131886,464026,158754.7931,0,목요일,북아메리카,124,535375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,3998,100785
735,헝거게임: 더 파이널,2015-11-18,롯데쇼핑㈜롯데엔터테인먼트,프란시스 로렌스,15세이상관람가,990058,526543,939394.8315,0,수요일,북아메리카,137,1080118,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,802,806709
736,모텔,2015-11-10,(주)케이알씨지,이숭환,청소년관람불가,982064.5225,386.6666667,489.7926829,0,화요일,아시아,85,2076,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,D,360,420
737,개구리왕국,2015-11-12,예지림엔터테인먼트,넬슨 신,전체관람가,53576,NA,10600.7619,0,목요일,아시아,77,24722,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,C,327,53758
738,우리가 사랑한 시간,2015-11-12,㈜영화사 백두대간,드레이크 도리머스,15세이상관람가,4126,18210.33333,5146.285714,0,목요일,북아메리카,98,48302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,313,4126
739,로렐,2016-07-07,(주)엣나인필름,피터 솔레트,15세이상관람가,326712.2252,35177.75,30859.85,0,목요일,북아메리카,103,34875,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,220,8509
740,5 투 7,2015-11-19,"㈜코리아스크린,와이드 릴리즈(주)",빅터 레빈,15세이상관람가,4921,96706.05556,19423.92362,0,목요일,북아메리카,97,48687,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,B,217,4921
741,크림슨 피크,2015-11-25,유니버설픽쳐스인터내셔널 코리아(유),길예르모 델 토로,청소년관람불가,1315128.5,581663,615517.7419,1,수요일,북아메리카,118,449082,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C,154,46783
742,사일런트 하트,2015-11-19,(주)영화사 진진,빌 어거스트,15세이상관람가,29261.66667,7217,26747.775,0,목요일,유럽,98,16905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,151,4603
743,미저리: 엘리베이터 여자,2015-11-05,(주)투윈글로벌,마시모 코리또르,15세이상관람가,130,74642,1242.88,0,목요일,유럽,92,130,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,130,130
744,하드코어 디스코,2015-11-05,(주)스넵쏘울,크시슈토프 스코니에츠니,청소년관람불가,54,NA,174.75,0,목요일,북아메리카,84,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,54,54
745,줄루 범죄도시,2015-11-11,주식회사 풍경소리,제롬 살레,청소년관람불가,1,1841939,370.4545455,0,수요일,유럽,107,2072,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
746,포장마차-무삭제판,2015-11-11,에이라인,최율권희,청소년관람불가,363670.7032,0,NA,0,수요일,아시아,98,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
747,짐작보다 따뜻하게,2016-05-19,(주)맑은시네마,이상민,12세이상관람가,250552.9895,337,NA,0,목요일,아시아,88,7318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,226,1023
748,친구엄마,2015-11-12,노바엔터테인먼트,공자관,청소년관람불가,581,0,1554,0,목요일,아시아,102,40312,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,274,359
749,나이트 오브 컵스,2015-11-12,(주)프레인글로벌,테렌스 맬릭,청소년관람불가,2275,656727.4444,106346.4615,0,목요일,북아메리카,118,49959,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,B,2164,2844
750,스윗 프랑세즈,2015-12-03,그린나래미디어(주),사울 딥,15세이상관람가,381799.2592,64057.125,NA,0,목요일,유럽,107,612582,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,1270,20826
751,극적인 하룻밤,2015-12-03,CGV아트하우스,하기호,청소년관람불가,363670.7032,198871.3333,345363.1111,0,목요일,아시아,107,894499,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,C,688,321641
752,도리화가,2015-11-25,씨제이이앤엠(주),이종필,12세이상관람가,489324.5,2846798.854,1776720.043,1,수요일,아시아,109,649929,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,C,445,317505
753,맛있는 정사: 오피스 와이프,2015-11-17,(주)케이알씨지,김학묵,청소년관람불가,326712.2252,2216350.111,489.7926829,0,화요일,아시아,64,368,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,360,368
754,구스범스,2016-01-14,유니버설픽쳐스인터내셔널 코리아(유),롭 레터맨,12세이상관람가,1762070,1429982,615517.7419,0,목요일,북아메리카,103,604209,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,B,313,305134
755,아스타 라 비스타,2015-11-19,㈜인디스토리,제프리 엔트호벤,15세이상관람가,612,612,5107.791667,0,목요일,유럽,114,10930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,276,612
756,섬. 사라진 사람들,2016-03-03,(주)콘텐츠판다,이지승,15세이상관람가,14482,125750.3333,2208.4,0,목요일,아시아,88,279383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,218,20163
757,갈리폴리 상륙작전,2015-11-12,(주)소나무픽쳐스,오잔 에렌,12세이상관람가,556193.0129,0,1360.110169,0,목요일,중동,122,108,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,101,108
758,어떤이의 꿈,2015-11-26,하준사,조성규,12세이상관람가,6588.2,64272.83333,1144.2,0,목요일,아시아,72,12049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,76,2090
759,내 심장이 건너 뛴 박동,2016-12-15,주식회사 씨네룩스,자크 오디아르,15세이상관람가,31766,20226,6182.833333,0,목요일,유럽,107,20500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,65,4588
760,자객 섭은낭,2016-02-04,(주)영화사 진진,허우 샤오시엔,12세이상관람가,1234880.011,28072.66667,26747.775,0,목요일,아시아,106,457772,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,50,15747
761,그들이 죽었다,2015-12-10,㈜인디스토리,백재호,15세이상관람가,2235,8670.666667,5107.791667,0,목요일,아시아,102,33783,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,B,14,2368
762,펜잔스의 해적,2015-11-18,에스디시코리아 주식회사,마이크 리,전체관람가,6908,NA,1673.75,0,수요일,유럽,131,145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,D,14,145
763,따라지: 비열한 거리 무삭제판,2015-11-12,(주)드림팩트엔터테인먼트,신동엽,청소년관람불가,53413.5,7.333333333,7795.933333,0,목요일,아시아,85,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,1,1
764,소림사 : 무림 절대고수,2015-11-12,(주)케이알씨지,해도,15세이상관람가,188.75,38.66666667,489.7926829,0,목요일,아시아,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,D,1,1
765,소림사 무림 탐정-대흥도방,2015-11-12,(주)케이알씨지,해도,15세이상관람가,188.75,38.66666667,489.7926829,0,목요일,아시아,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,D,1,1
766,슈퍼히어로 어벤져,2015-11-12,(주)케이알씨지,제레미 M. 인맨,12세이상관람가,1204739.318,1051.166667,489.7926829,0,목요일,북아메리카,85,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,C,1,1
767,엄마친구(무삭제판),2015-11-12,(주)영화사 사계절,명석환,청소년관람불가,326712.2252,0,316.5,0,목요일,아시아,91,96999,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,B,1,1
768,킬 리스트,2015-11-12,주식회사 풍경소리,벤 휘틀리,청소년관람불가,0.333333333,30892.5,370.4545455,0,목요일,유럽,95,2164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1
769,꾸루꾸루와 친구들: 무지개 나무의 비밀,2015-11-19,(주)팝엔터테인먼트,문제대,전체관람가,429610.1808,3739,15471.31818,0,목요일,아시아,74,9483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C,5949,7356
770,위선자들,2015-11-26,"THE 픽쳐스,(주)씨타마운틴픽쳐스",김진홍,청소년관람불가,250552.9895,0,8377.993105,0,목요일,아시아,104,124257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,1024,9566
771,착한 처제,2015-11-19,쟈비스미디어,강훈,청소년관람불가,6085,0,NA,0,목요일,아시아,97,38377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,490,588
772,해에게서 소년에게,2015-11-19,주식회사 디에스이이디,안슬기,15세이상관람가,250552.9895,0,14007,0,목요일,아시아,78,12047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,464,677
773,앨리스: 원더랜드에서 온 소년,2015-12-10,(주)영화사 안다미로,허은희,15세이상관람가,677,158347,1868,0,목요일,아시아,115,90581,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,B,450,9323
774,용주골,2015-11-19,에이라인,최우성,청소년관람불가,326712.2252,0,NA,0,목요일,아시아,94,562,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,C,402,562
775,트립 투 잉글랜드,2015-11-26,찬란,마이클 윈터바텀,15세이상관람가,6920,12623,14099.2,0,목요일,유럽,112,27632,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,B,387,4192
776,카발레리아 루스티카나 & 팔리아치,2015-11-21,(주)인스터피씨엠,필립 슈톨츨,전체관람가,3852,NA,774.59375,0,토요일,북아메리카,172,2558,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,159,879
