lotmin,lotmax,0.5,0.8,1.25,2,3.15,5,8,12.5,20,31.5
16,25,-1,-1,-1,-1,-1,-1,0,0,0,0
26,50,-1,-1,-1,-1,-1,0,0,0,0,0
51,90,-1,-1,-1,0,0,0,0,0,0,0
91,150,-1,-1,0,0,0,0,0,0,0,1
151,280,0,0,0,0,0,0,0,0,1,1
281,500,0,0,0,0,0,0,0,1,1,3
501,1200,0,0,0,0,1,1,1,1,3,5
1201,3200,0,0,0,1,1,3,3,3,5,10
3201,10000,0,0,1,1,3,5,5,5,10,18
10001,35000,0,1,1,3,5,10,10,10,18,18
35001,150000,1,1,3,5,10,18,18,18,18,18
150001,500000,1,3,5,10,18,18,18,18,18,18
500001,1.00E+12,3,5,10,18,18,18,18,18,18,18
